Angle [deg],DRValue [um]
41.15,-0.142
41.175,-0.126
41.2,-0.106
41.225,-0.093
41.25,-0.079
41.275,-0.069
41.3,-0.057
41.325,-0.057
41.35,-0.057
41.375,-0.055
41.4,-0.055
41.425,-0.045
41.45,-0.045
41.475,-0.035
41.5,-0.021
41.525,-0.007
41.55,0.007
41.575,0.025
41.6,0.046
41.625,0.064
41.65,0.094
41.675,0.12
41.7,0.142
41.725,0.17
41.75,0.2
41.775,0.236
41.8,0.282
41.825,0.316
41.85,0.35
41.875,0.4
41.9,0.44
41.925,0.48
41.95,0.518
41.975,0.555
42,0.581
42.025,0.601
42.05,0.613
42.075,0.619
42.1,0.619
42.125,0.609
42.15,0.583
42.175,0.551
42.2,0.505
42.225,0.459
42.25,0.405
42.275,0.331
42.3,0.257
42.325,0.179
42.35,0.1
42.375,0.022
42.4,-0.054
42.425,-0.126
42.45,-0.192
42.475,-0.252
42.5,-0.302
42.525,-0.344
42.55,-0.386
42.575,-0.414
42.6,-0.436
42.625,-0.448
42.65,-0.46
42.675,-0.466
42.7,-0.466
42.725,-0.472
42.75,-0.471
42.775,-0.473
42.8,-0.483
42.825,-0.497
42.85,-0.517
42.875,-0.539
42.9,-0.573
42.925,-0.603
42.95,-0.647
42.975,-0.689
43,-0.743
43.025,-0.797
43.05,-0.847
43.075,-0.895
43.1,-0.951
43.125,-1.011
43.15,-1.051
43.175,-1.094
43.2,-1.126
43.225,-1.16
43.25,-1.182
43.275,-1.2
43.3,-1.212
43.325,-1.212
43.35,-1.206
43.375,-1.184
43.4,-1.156
43.425,-1.124
43.45,-1.084
43.475,-1.028
43.5,-0.968
43.525,-0.902
43.55,-0.846
43.575,-0.787
43.6,-0.731
43.625,-0.681
43.65,-0.641
43.675,-0.599
43.7,-0.575
43.725,-0.561
43.75,-0.551
43.775,-0.545
43.8,-0.551
43.825,-0.553
43.85,-0.571
43.875,-0.575
43.9,-0.585
43.925,-0.593
43.95,-0.597
43.975,-0.601
44,-0.6
44.025,-0.596
44.05,-0.588
44.075,-0.574
44.1,-0.56
44.125,-0.546
44.15,-0.526
44.175,-0.498
44.2,-0.468
44.225,-0.432
44.25,-0.392
44.275,-0.34
44.3,-0.28
44.325,-0.21
44.35,-0.144
44.375,-0.068
44.4,0.014
44.425,0.084
44.45,0.159
44.475,0.231
44.5,0.287
44.525,0.333
44.55,0.357
44.575,0.373
44.6,0.371
44.625,0.351
44.65,0.313
44.675,0.261
44.7,0.207
44.725,0.139
44.75,0.073
44.775,0.019
44.8,-0.037
44.825,-0.067
44.85,-0.103
44.875,-0.121
44.9,-0.124
44.925,-0.128
44.95,-0.124
44.975,-0.112
45,-0.094
45.025,-0.076
45.05,-0.066
45.075,-0.05
45.1,-0.048
45.125,-0.05
45.15,-0.058
45.175,-0.064
45.2,-0.082
45.225,-0.086
45.25,-0.1
45.275,-0.118
45.3,-0.132
45.325,-0.148
45.35,-0.17
45.375,-0.195
45.4,-0.229
45.425,-0.263
45.45,-0.307
45.475,-0.355
45.5,-0.407
45.525,-0.459
45.55,-0.513
45.575,-0.561
45.6,-0.597
45.625,-0.623
45.65,-0.649
45.675,-0.651
45.7,-0.651
45.725,-0.635
45.75,-0.607
45.775,-0.569
45.8,-0.525
45.825,-0.485
45.85,-0.43
45.875,-0.38
45.9,-0.322
45.925,-0.268
45.95,-0.224
45.975,-0.166
46,-0.122
46.025,-0.076
46.05,-0.034
46.075,0.01
46.1,0.048
46.125,0.074
46.15,0.102
46.175,0.122
46.2,0.134
46.225,0.132
46.25,0.126
46.275,0.108
46.3,0.084
46.325,0.056
46.35,0.028
46.375,0.003
46.4,-0.017
46.425,-0.031
46.45,-0.031
46.475,-0.017
46.5,0.009
46.525,0.039
46.55,0.093
46.575,0.155
46.6,0.233
46.625,0.303
46.65,0.379
46.675,0.467
46.7,0.545
46.725,0.621
46.75,0.683
46.775,0.741
46.8,0.789
46.825,0.819
46.85,0.853
46.875,0.868
46.9,0.884
46.925,0.888
46.95,0.884
46.975,0.88
47,0.862
47.025,0.848
47.05,0.838
47.075,0.818
47.1,0.79
47.125,0.764
47.15,0.742
47.175,0.704
47.2,0.668
47.225,0.634
47.25,0.594
47.275,0.556
47.3,0.512
47.325,0.476
47.35,0.444
47.375,0.406
47.4,0.368
47.425,0.343
47.45,0.315
47.475,0.289
47.5,0.269
47.525,0.249
47.55,0.231
47.575,0.215
47.6,0.197
47.625,0.181
47.65,0.159
47.675,0.131
47.7,0.103
47.725,0.071
47.75,0.035
47.775,-0.011
47.8,-0.059
47.825,-0.105
47.85,-0.155
47.875,-0.215
47.9,-0.273
47.925,-0.335
47.95,-0.385
47.975,-0.447
48,-0.496
48.025,-0.54
48.05,-0.58
48.075,-0.624
48.1,-0.658
48.125,-0.686
48.15,-0.712
48.175,-0.74
48.2,-0.76
48.225,-0.778
48.25,-0.794
48.275,-0.804
48.3,-0.812
48.325,-0.82
48.35,-0.814
48.375,-0.806
48.4,-0.78
48.425,-0.752
48.45,-0.712
48.475,-0.664
48.5,-0.616
48.525,-0.568
48.55,-0.512
48.575,-0.456
48.6,-0.399
48.625,-0.361
48.65,-0.325
48.675,-0.299
48.7,-0.271
48.725,-0.269
48.75,-0.263
48.775,-0.271
48.8,-0.269
48.825,-0.273
48.85,-0.279
48.875,-0.279
48.9,-0.281
48.925,-0.273
48.95,-0.263
48.975,-0.253
49,-0.233
49.025,-0.217
49.05,-0.203
49.075,-0.181
49.1,-0.169
49.125,-0.151
49.15,-0.141
49.175,-0.131
49.2,-0.121
49.225,-0.109
49.25,-0.096
49.275,-0.082
49.3,-0.054
49.325,-0.04
49.35,-0.018
49.375,0.008
49.4,0.044
49.425,0.072
49.45,0.106
49.475,0.138
49.5,0.176
49.525,0.204
49.55,0.226
49.575,0.244
49.6,0.26
49.625,0.268
49.65,0.262
49.675,0.244
49.7,0.226
49.725,0.198
49.75,0.158
49.775,0.112
49.8,0.06
49.825,0.004
49.85,-0.046
49.875,-0.086
49.9,-0.13
49.925,-0.165
49.95,-0.185
49.975,-0.193
50,-0.195
50.025,-0.193
50.05,-0.187
50.075,-0.179
50.1,-0.175
50.125,-0.177
50.15,-0.183
50.175,-0.203
50.2,-0.229
50.225,-0.263
50.25,-0.305
50.275,-0.363
50.3,-0.419
50.325,-0.487
50.35,-0.557
50.375,-0.633
50.4,-0.701
50.425,-0.763
50.45,-0.829
50.475,-0.897
50.5,-0.951
50.525,-0.995
50.55,-1.035
50.575,-1.065
50.6,-1.085
50.625,-1.097
50.65,-1.088
50.675,-1.07
50.7,-1.044
50.725,-1.006
50.75,-0.968
50.775,-0.93
50.8,-0.892
50.825,-0.858
50.85,-0.828
50.875,-0.802
50.9,-0.784
50.925,-0.77
50.95,-0.756
50.975,-0.748
51,-0.732
51.025,-0.722
51.05,-0.7
51.075,-0.678
51.1,-0.652
51.125,-0.63
51.15,-0.604
51.175,-0.586
51.2,-0.578
51.225,-0.568
51.25,-0.568
51.275,-0.576
51.3,-0.592
51.325,-0.602
51.35,-0.61
51.375,-0.61
51.4,-0.602
51.425,-0.582
51.45,-0.555
51.475,-0.501
51.5,-0.451
51.525,-0.379
51.55,-0.315
51.575,-0.239
51.6,-0.175
51.625,-0.125
51.65,-0.079
51.675,-0.039
51.7,-0.021
51.725,-0.019
51.75,-0.013
51.775,-0.019
51.8,-0.025
51.825,-0.023
51.85,-0.021
51.875,-0.003
51.9,0.023
51.925,0.061
51.95,0.105
51.975,0.161
52,0.221
52.025,0.275
52.05,0.325
52.075,0.373
52.1,0.407
52.125,0.429
52.15,0.437
52.175,0.427
52.2,0.401
52.225,0.371
52.25,0.335
52.275,0.295
52.3,0.249
52.325,0.203
52.35,0.176
52.375,0.144
52.4,0.13
52.425,0.126
52.45,0.126
52.475,0.136
52.5,0.154
52.525,0.172
52.55,0.196
52.575,0.222
52.6,0.246
52.625,0.26
52.65,0.274
52.675,0.276
52.7,0.276
52.725,0.266
52.75,0.242
52.775,0.212
52.8,0.174
52.825,0.122
52.85,0.084
52.875,0.032
52.9,-0.03
52.925,-0.07
52.95,-0.122
52.975,-0.172
53,-0.218
53.025,-0.258
53.05,-0.29
53.075,-0.32
53.1,-0.35
53.125,-0.37
53.15,-0.386
53.175,-0.398
53.2,-0.41
53.225,-0.414
53.25,-0.41
53.275,-0.41
53.3,-0.396
53.325,-0.384
53.35,-0.36
53.375,-0.335
53.4,-0.303
53.425,-0.275
53.45,-0.245
53.475,-0.207
53.5,-0.167
53.525,-0.123
53.55,-0.087
53.575,-0.039
53.6,0.009
53.625,0.045
53.65,0.089
53.675,0.127
53.7,0.167
53.725,0.191
53.75,0.215
53.775,0.233
53.8,0.249
53.825,0.251
53.85,0.251
53.875,0.247
53.9,0.247
53.925,0.241
53.95,0.239
53.975,0.241
54,0.249
54.025,0.275
54.05,0.291
54.075,0.331
54.1,0.371
54.125,0.411
54.15,0.457
54.175,0.501
54.2,0.539
54.225,0.567
54.25,0.593
54.275,0.603
54.3,0.605
54.325,0.595
54.35,0.581
54.375,0.561
54.4,0.539
54.425,0.519
54.45,0.499
54.475,0.473
54.5,0.455
54.525,0.443
54.55,0.431
54.575,0.409
54.6,0.392
54.625,0.364
54.65,0.338
54.675,0.296
54.7,0.25
54.725,0.192
54.75,0.146
54.775,0.092
54.8,0.038
54.825,-0.008
54.85,-0.05
54.875,-0.088
54.9,-0.112
54.925,-0.124
54.95,-0.132
54.975,-0.14
55,-0.134
55.025,-0.138
55.05,-0.138
55.075,-0.138
55.1,-0.142
55.125,-0.162
55.15,-0.18
55.175,-0.216
55.2,-0.252
55.225,-0.3
55.25,-0.356
55.275,-0.42
55.3,-0.488
55.325,-0.554
55.35,-0.62
55.375,-0.692
55.4,-0.766
55.425,-0.824
55.45,-0.88
55.475,-0.932
55.5,-0.972
55.525,-1
55.55,-1.026
55.575,-1.04
55.6,-1.058
55.625,-1.076
55.65,-1.086
55.675,-1.112
55.7,-1.14
55.725,-1.17
55.75,-1.206
55.775,-1.244
55.8,-1.28
55.825,-1.31
55.85,-1.336
55.875,-1.354
55.9,-1.354
55.925,-1.336
55.95,-1.31
55.975,-1.262
56,-1.206
56.025,-1.146
56.05,-1.078
56.075,-1.01
56.1,-0.942
56.125,-0.89
56.15,-0.84
56.175,-0.798
56.2,-0.768
56.225,-0.75
56.25,-0.74
56.275,-0.736
56.3,-0.746
56.325,-0.75
56.35,-0.765
56.375,-0.769
56.4,-0.763
56.425,-0.759
56.45,-0.737
56.475,-0.711
56.5,-0.669
56.525,-0.635
56.55,-0.579
56.575,-0.523
56.6,-0.459
56.625,-0.401
56.65,-0.351
56.675,-0.295
56.7,-0.253
56.725,-0.217
56.75,-0.195
56.775,-0.171
56.8,-0.151
56.825,-0.139
56.85,-0.123
56.875,-0.103
56.9,-0.091
56.925,-0.077
56.95,-0.055
56.975,-0.037
57,-0.017
57.025,0.007
57.05,0.019
57.075,0.025
57.1,0.021
57.125,0.003
57.15,-0.017
57.175,-0.049
57.2,-0.083
57.225,-0.115
57.25,-0.161
57.275,-0.195
57.3,-0.225
57.325,-0.249
57.35,-0.259
57.375,-0.263
57.4,-0.255
57.425,-0.241
57.45,-0.221
57.475,-0.187
57.5,-0.159
57.525,-0.133
57.55,-0.111
57.575,-0.099
57.6,-0.095
57.625,-0.101
57.65,-0.113
57.675,-0.147
57.7,-0.185
57.725,-0.221
57.75,-0.267
57.775,-0.317
57.8,-0.367
57.825,-0.409
57.85,-0.447
57.875,-0.479
57.9,-0.503
57.925,-0.521
57.95,-0.531
57.975,-0.535
58,-0.533
58.025,-0.533
58.05,-0.531
58.075,-0.529
58.1,-0.525
58.125,-0.535
58.15,-0.543
58.175,-0.557
58.2,-0.563
58.225,-0.585
58.25,-0.597
58.275,-0.609
58.3,-0.617
58.325,-0.617
58.35,-0.613
58.375,-0.595
58.4,-0.569
58.425,-0.547
58.45,-0.503
58.475,-0.457
58.5,-0.411
58.525,-0.373
58.55,-0.333
58.575,-0.291
58.6,-0.267
58.625,-0.251
58.65,-0.241
58.675,-0.241
58.7,-0.249
58.725,-0.267
58.75,-0.283
58.775,-0.301
58.8,-0.317
58.825,-0.323
58.85,-0.317
58.875,-0.305
58.9,-0.281
58.925,-0.251
58.95,-0.215
58.975,-0.167
59,-0.109
59.025,-0.071
59.05,-0.015
59.075,0.035
59.1,0.077
59.125,0.121
59.15,0.153
59.175,0.181
59.2,0.215
59.225,0.245
59.25,0.273
59.275,0.301
59.3,0.327
59.325,0.355
59.35,0.385
59.375,0.409
59.4,0.427
59.425,0.439
59.45,0.441
59.475,0.437
59.5,0.423
59.525,0.403
59.55,0.383
59.575,0.347
59.6,0.311
59.625,0.281
59.65,0.243
59.675,0.215
59.7,0.187
59.725,0.165
59.75,0.151
59.775,0.147
59.8,0.149
59.825,0.165
59.85,0.179
59.875,0.199
59.9,0.223
59.925,0.249
59.95,0.259
59.975,0.265
60,0.253
60.025,0.237
60.05,0.207
60.075,0.167
60.1,0.111
60.125,0.059
60.15,0.001
60.175,-0.057
60.2,-0.115
60.225,-0.165
60.25,-0.199
60.275,-0.231
60.3,-0.243
60.325,-0.253
60.35,-0.249
60.375,-0.243
60.4,-0.233
60.425,-0.223
60.45,-0.217
60.475,-0.223
60.5,-0.217
60.525,-0.221
60.55,-0.231
60.575,-0.241
60.6,-0.261
60.625,-0.279
60.65,-0.289
60.675,-0.299
60.7,-0.315
60.725,-0.319
60.75,-0.319
60.775,-0.319
60.8,-0.317
60.825,-0.311
60.85,-0.311
60.875,-0.311
60.9,-0.319
60.925,-0.329
60.95,-0.343
60.975,-0.373
61,-0.407
61.025,-0.429
61.05,-0.457
61.075,-0.483
61.1,-0.497
61.125,-0.513
61.15,-0.505
61.175,-0.493
61.2,-0.469
61.225,-0.429
61.25,-0.385
61.275,-0.333
61.3,-0.273
61.325,-0.227
61.35,-0.171
61.375,-0.127
61.4,-0.081
61.425,-0.047
61.45,-0.025
61.475,-0.007
61.5,-0.001
61.525,-0.009
61.55,-0.021
61.575,-0.035
61.6,-0.047
61.625,-0.057
61.65,-0.059
61.675,-0.057
61.7,-0.059
61.725,-0.045
61.75,-0.019
61.775,0.011
61.8,0.049
61.825,0.087
61.85,0.133
61.875,0.175
61.9,0.217
61.925,0.259
61.95,0.281
61.975,0.293
62,0.299
62.025,0.289
62.05,0.269
62.075,0.231
62.1,0.197
62.125,0.157
62.15,0.119
62.175,0.069
62.2,0.03
62.225,-0.004
62.25,-0.028
62.275,-0.044
62.3,-0.046
62.325,-0.056
62.35,-0.056
62.375,-0.056
62.4,-0.058
62.425,-0.068
62.45,-0.088
62.475,-0.112
62.5,-0.148
62.525,-0.194
62.55,-0.25
62.575,-0.316
62.6,-0.384
62.625,-0.45
62.65,-0.524
62.675,-0.6
62.7,-0.662
62.725,-0.726
62.75,-0.774
62.775,-0.816
62.8,-0.86
62.825,-0.896
62.85,-0.924
62.875,-0.954
62.9,-0.98
62.925,-1
62.95,-1.028
62.975,-1.048
63,-1.068
63.025,-1.078
63.05,-1.082
63.075,-1.076
63.1,-1.066
63.125,-1.04
63.15,-1.012
63.175,-0.97
63.2,-0.936
63.225,-0.9
63.25,-0.872
63.275,-0.844
63.3,-0.832
63.325,-0.83
63.35,-0.848
63.375,-0.866
63.4,-0.9
63.425,-0.936
63.45,-0.984
63.475,-1.036
63.5,-1.082
63.525,-1.128
63.55,-1.158
63.575,-1.18
63.6,-1.196
63.625,-1.202
63.65,-1.198
63.675,-1.188
63.7,-1.17
63.725,-1.148
63.75,-1.124
63.775,-1.094
63.8,-1.064
63.825,-1.026
63.85,-0.994
63.875,-0.956
63.9,-0.924
63.925,-0.887
63.95,-0.851
63.975,-0.815
64,-0.771
64.025,-0.733
64.05,-0.699
64.075,-0.653
64.1,-0.607
64.125,-0.569
64.15,-0.527
64.175,-0.477
64.2,-0.423
64.225,-0.381
64.25,-0.335
64.275,-0.283
64.3,-0.233
64.325,-0.173
64.35,-0.123
64.375,-0.061
64.4,-0.005
64.425,0.045
64.45,0.107
64.475,0.167
64.5,0.215
64.525,0.257
64.55,0.291
64.575,0.317
64.6,0.331
64.625,0.333
64.65,0.325
64.675,0.307
64.7,0.277
64.725,0.239
64.75,0.205
64.775,0.163
64.8,0.121
64.825,0.091
64.85,0.063
64.875,0.045
64.9,0.029
64.925,0.029
64.95,0.039
64.975,0.055
65,0.071
65.025,0.091
65.05,0.119
65.075,0.135
65.1,0.147
65.125,0.157
65.15,0.151
65.175,0.136
65.2,0.108
65.225,0.08
65.25,0.038
65.275,-0.006
65.3,-0.048
65.325,-0.08
65.35,-0.112
65.375,-0.14
65.4,-0.154
65.425,-0.162
65.45,-0.158
65.475,-0.14
65.5,-0.114
65.525,-0.086
65.55,-0.058
65.575,-0.03
65.6,-0.012
65.625,-0.002
65.65,0.004
65.675,-0.002
65.7,-0.022
65.725,-0.042
65.75,-0.068
65.775,-0.104
65.8,-0.144
65.825,-0.17
65.85,-0.2
65.875,-0.226
65.9,-0.244
65.925,-0.254
65.95,-0.248
65.975,-0.23
66,-0.218
66.025,-0.196
66.05,-0.17
66.075,-0.142
66.1,-0.118
66.125,-0.096
66.15,-0.074
66.175,-0.052
66.2,-0.039
66.225,-0.013
66.25,0.005
66.275,0.037
66.3,0.069
66.325,0.111
66.35,0.161
66.375,0.213
66.4,0.273
66.425,0.331
66.45,0.391
66.475,0.451
66.5,0.503
66.525,0.541
66.55,0.575
66.575,0.593
66.6,0.605
66.625,0.611
66.65,0.601
66.675,0.587
66.7,0.579
66.725,0.563
66.75,0.551
66.775,0.539
66.8,0.535
66.825,0.531
66.85,0.529
66.875,0.529
66.9,0.531
66.925,0.527
66.95,0.521
66.975,0.513
67,0.501
67.025,0.489
67.05,0.475
67.075,0.462
67.1,0.452
67.125,0.442
67.15,0.442
67.175,0.44
67.2,0.436
67.225,0.442
67.25,0.44
67.275,0.442
67.3,0.44
67.325,0.424
67.35,0.412
67.375,0.38
67.4,0.35
67.425,0.306
67.45,0.258
67.475,0.202
67.5,0.142
67.525,0.072
67.55,0.012
67.575,-0.058
67.6,-0.118
67.625,-0.176
67.65,-0.236
67.675,-0.284
67.7,-0.334
67.725,-0.368
67.75,-0.4
67.775,-0.428
67.8,-0.45
67.825,-0.47
67.85,-0.48
67.875,-0.489
67.9,-0.493
67.925,-0.501
67.95,-0.513
67.975,-0.525
68,-0.545
68.025,-0.565
68.05,-0.593
68.075,-0.629
68.1,-0.669
68.125,-0.699
68.15,-0.743
68.175,-0.779
68.2,-0.819
68.225,-0.849
68.25,-0.873
68.275,-0.895
68.3,-0.913
68.325,-0.927
68.35,-0.947
68.375,-0.967
68.4,-0.983
68.425,-1.005
68.45,-1.039
68.475,-1.069
68.5,-1.105
68.525,-1.133
68.55,-1.161
68.575,-1.183
68.6,-1.195
68.625,-1.184
68.65,-1.166
68.675,-1.126
68.7,-1.07
68.725,-0.984
68.75,-0.902
68.775,-0.798
68.8,-0.694
68.825,-0.606
68.85,-0.514
68.875,-0.426
68.9,-0.352
68.925,-0.302
68.95,-0.266
68.975,-0.24
69,-0.224
69.025,-0.224
69.05,-0.23
69.075,-0.246
69.1,-0.262
69.125,-0.276
69.15,-0.284
69.175,-0.278
69.2,-0.268
69.225,-0.242
69.25,-0.212
69.275,-0.164
69.3,-0.107
69.325,-0.061
69.35,0.005
69.375,0.069
69.4,0.133
69.425,0.181
69.45,0.225
69.475,0.257
69.5,0.281
69.525,0.291
69.55,0.289
69.575,0.273
69.6,0.257
69.625,0.235
69.65,0.215
69.675,0.191
69.7,0.169
69.725,0.151
69.75,0.133
69.775,0.123
69.8,0.107
69.825,0.093
69.85,0.083
69.875,0.061
69.9,0.033
69.925,-0.002
69.95,-0.04
69.975,-0.092
70,-0.148
70.025,-0.208
70.05,-0.272
70.075,-0.344
70.1,-0.412
70.125,-0.464
70.15,-0.514
70.175,-0.566
70.2,-0.614
70.225,-0.65
70.25,-0.676
70.275,-0.696
70.3,-0.71
70.325,-0.716
70.35,-0.704
70.375,-0.688
70.4,-0.666
70.425,-0.642
70.45,-0.616
70.475,-0.594
70.5,-0.578
70.525,-0.571
70.55,-0.577
70.575,-0.587
70.6,-0.605
70.625,-0.633
70.65,-0.663
70.675,-0.701
70.7,-0.735
70.725,-0.765
70.75,-0.785
70.775,-0.795
70.8,-0.799
70.825,-0.799
70.85,-0.783
70.875,-0.767
70.9,-0.747
70.925,-0.733
70.95,-0.723
70.975,-0.705
71,-0.697
71.025,-0.697
71.05,-0.697
71.075,-0.709
71.1,-0.72
71.125,-0.734
71.15,-0.74
71.175,-0.744
71.2,-0.746
71.225,-0.736
71.25,-0.72
71.275,-0.69
71.3,-0.644
71.325,-0.608
71.35,-0.552
71.375,-0.486
71.4,-0.416
71.425,-0.348
71.45,-0.288
71.475,-0.23
71.5,-0.17
71.525,-0.118
71.55,-0.092
71.575,-0.058
71.6,-0.034
71.625,-0.018
71.65,0.003
71.675,0.025
71.7,0.045
71.725,0.071
71.75,0.095
71.775,0.129
71.8,0.165
71.825,0.195
71.85,0.227
71.875,0.259
71.9,0.277
71.925,0.295
71.95,0.299
71.975,0.295
72,0.279
72.025,0.261
72.05,0.241
72.075,0.215
72.1,0.185
72.125,0.169
72.15,0.151
72.175,0.138
72.2,0.142
72.225,0.158
72.25,0.176
72.275,0.198
72.3,0.23
72.325,0.262
72.35,0.29
72.375,0.318
72.4,0.338
72.425,0.342
72.45,0.344
72.475,0.324
72.5,0.3
72.525,0.272
72.55,0.238
72.575,0.196
72.6,0.154
72.625,0.112
72.65,0.082
72.675,0.057
72.7,0.041
72.725,0.037
72.75,0.041
72.775,0.053
72.8,0.073
72.825,0.097
72.85,0.113
72.875,0.137
72.9,0.155
72.925,0.169
72.95,0.173
72.975,0.169
73,0.153
73.025,0.141
73.05,0.113
73.075,0.085
73.1,0.051
73.125,0.013
73.15,-0.03
73.175,-0.068
73.2,-0.108
73.225,-0.146
73.25,-0.178
73.275,-0.212
73.3,-0.24
73.325,-0.266
73.35,-0.292
73.375,-0.302
73.4,-0.318
73.425,-0.32
73.45,-0.318
73.475,-0.31
73.5,-0.296
73.525,-0.272
73.55,-0.246
73.575,-0.208
73.6,-0.164
73.625,-0.117
73.65,-0.059
73.675,0.005
73.7,0.073
73.725,0.133
73.75,0.209
73.775,0.277
73.8,0.353
73.825,0.417
73.85,0.469
73.875,0.527
73.9,0.559
73.925,0.593
73.95,0.619
73.975,0.629
74,0.639
74.025,0.643
74.05,0.649
74.075,0.652
74.1,0.652
74.125,0.658
74.15,0.668
74.175,0.676
74.2,0.684
74.225,0.696
74.25,0.706
74.275,0.706
74.3,0.706
74.325,0.708
74.35,0.698
74.375,0.696
74.4,0.678
74.425,0.658
74.45,0.636
74.475,0.608
74.5,0.566
74.525,0.525
74.55,0.469
74.575,0.405
74.6,0.329
74.625,0.247
74.65,0.163
74.675,0.065
74.7,-0.045
74.725,-0.153
74.75,-0.247
74.775,-0.351
74.8,-0.437
74.825,-0.509
74.85,-0.573
74.875,-0.619
74.9,-0.651
74.925,-0.669
74.95,-0.678
74.975,-0.676
75,-0.664
75.025,-0.65
75.05,-0.64
75.075,-0.632
75.1,-0.63
75.125,-0.634
75.15,-0.642
75.175,-0.66
75.2,-0.68
75.225,-0.7
75.25,-0.728
75.275,-0.754
75.3,-0.766
75.325,-0.78
75.35,-0.784
75.375,-0.793
75.4,-0.785
75.425,-0.781
75.45,-0.781
75.475,-0.781
75.5,-0.785
75.525,-0.801
75.55,-0.821
75.575,-0.855
75.6,-0.895
75.625,-0.943
75.65,-0.997
75.675,-1.053
75.7,-1.103
75.725,-1.141
75.75,-1.183
75.775,-1.212
75.8,-1.224
75.825,-1.226
75.85,-1.208
75.875,-1.176
75.9,-1.13
75.925,-1.068
75.95,-1.008
75.975,-0.932
76,-0.868
76.025,-0.804
76.05,-0.748
76.075,-0.692
76.1,-0.638
76.125,-0.606
76.15,-0.572
76.175,-0.545
76.2,-0.523
76.225,-0.499
76.25,-0.477
76.275,-0.457
76.3,-0.439
76.325,-0.415
76.35,-0.403
76.375,-0.391
76.4,-0.385
76.425,-0.387
76.45,-0.395
76.475,-0.419
76.5,-0.439
76.525,-0.467
76.55,-0.496
76.575,-0.516
76.6,-0.542
76.625,-0.552
76.65,-0.546
76.675,-0.532
76.7,-0.488
76.725,-0.432
76.75,-0.368
76.775,-0.29
76.8,-0.204
76.825,-0.108
76.85,-0.024
76.875,0.07
76.9,0.16
76.925,0.23
76.95,0.297
76.975,0.361
77,0.407
77.025,0.439
77.05,0.463
77.075,0.471
77.1,0.465
77.125,0.453
77.15,0.421
77.175,0.389
77.2,0.345
77.225,0.291
77.25,0.239
77.275,0.193
77.3,0.133
77.325,0.088
77.35,0.036
77.375,-0.008
77.4,-0.05
77.425,-0.08
77.45,-0.114
77.475,-0.144
77.5,-0.168
77.525,-0.192
77.55,-0.21
77.575,-0.232
77.6,-0.256
77.625,-0.28
77.65,-0.302
77.675,-0.319
77.7,-0.337
77.725,-0.351
77.75,-0.361
77.775,-0.369
77.8,-0.367
77.825,-0.355
77.85,-0.339
77.875,-0.323
77.9,-0.305
77.925,-0.277
77.95,-0.257
77.975,-0.239
78,-0.233
78.025,-0.225
78.05,-0.234
78.075,-0.25
78.1,-0.266
78.125,-0.286
78.15,-0.31
78.175,-0.332
78.2,-0.352
78.225,-0.362
78.25,-0.366
78.275,-0.366
78.3,-0.348
78.325,-0.33
78.35,-0.302
78.375,-0.272
78.4,-0.239
78.425,-0.209
78.45,-0.181
78.475,-0.157
78.5,-0.135
78.525,-0.119
78.55,-0.107
78.575,-0.099
78.6,-0.095
78.625,-0.087
78.65,-0.079
78.675,-0.067
78.7,-0.045
78.725,-0.011
78.75,0.028
78.775,0.08
78.8,0.154
78.825,0.226
78.85,0.308
78.875,0.398
78.9,0.496
78.925,0.566
78.95,0.638
78.975,0.712
79,0.75
79.025,0.776
79.05,0.788
79.075,0.789
79.1,0.767
79.125,0.739
79.15,0.703
79.175,0.657
79.2,0.613
79.225,0.571
79.25,0.529
79.275,0.491
79.3,0.453
79.325,0.421
79.35,0.393
79.375,0.375
79.4,0.357
79.425,0.348
79.45,0.354
79.475,0.362
79.5,0.384
79.525,0.41
79.55,0.45
79.575,0.488
79.6,0.534
79.625,0.564
79.65,0.592
79.675,0.616
79.7,0.62
79.725,0.616
79.75,0.591
79.775,0.559
79.8,0.505
79.825,0.447
79.85,0.381
79.875,0.299
79.9,0.221
79.925,0.141
79.95,0.077
79.975,0.019
80,-0.027
80.025,-0.063
80.05,-0.085
80.075,-0.094
80.1,-0.096
80.125,-0.096
80.15,-0.088
80.175,-0.076
80.2,-0.074
80.225,-0.068
80.25,-0.066
80.275,-0.074
80.3,-0.088
80.325,-0.112
80.35,-0.13
80.375,-0.161
80.4,-0.195
80.425,-0.223
80.45,-0.261
80.475,-0.291
80.5,-0.321
80.525,-0.345
80.55,-0.377
80.575,-0.409
80.6,-0.447
80.625,-0.489
80.65,-0.531
80.675,-0.573
80.7,-0.612
80.725,-0.654
80.75,-0.678
80.775,-0.706
80.8,-0.714
80.825,-0.704
80.85,-0.682
80.875,-0.644
80.9,-0.592
80.925,-0.546
80.95,-0.476
80.975,-0.412
81,-0.343
81.025,-0.285
81.05,-0.245
81.075,-0.197
81.1,-0.169
81.125,-0.151
81.15,-0.135
81.175,-0.131
81.2,-0.119
81.225,-0.115
81.25,-0.095
81.275,-0.077
81.3,-0.049
81.325,-0.022
81.35,0.014
81.375,0.048
81.4,0.094
81.425,0.126
81.45,0.158
81.475,0.182
81.5,0.206
81.525,0.218
81.55,0.23
81.575,0.236
81.6,0.238
81.625,0.241
81.65,0.243
81.675,0.245
81.7,0.251
81.725,0.255
81.75,0.269
81.775,0.279
81.8,0.299
81.825,0.319
81.85,0.337
